fighter_id,record,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Height:,Weight:,Reach:,STANCE:,DOB:
3e8118c1ab52f211,11-6-0,2.59,41%,3.70,46%,,2.87,36%,33%,0.6,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990"
2d5fbe2103f97053,34-29-2,1.78,37%,2.01,65%,,0.87,34%,44%,2.3,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977"
679ae8c4fd022c6b,25-2-0,3.51,72%,0.54,66%,,2.03,100%,100%,0.0,"5' 10""",185 lbs.,--,,"Feb 17, 1990"
3a89481e3a9d47c0,6-2-1,1.16,50%,2.03,39%,,0.00,0%,10%,2.2,"5' 2""",115 lbs.,"63""",Southpaw,"Aug 01, 2005"
c4af2feb4b58bc3b,18-7-1,2.26,41%,3.63,53%,,2.00,38%,78%,0.0,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987"
19f8a2f6eecd92ac,9-6-0,5.27,49%,5.42,46%,,0.00,0%,75%,0.0,"5' 1""",115 lbs.,"59""",Southpaw,"Dec 05, 1993"
8e893f269d5696b2,15-7-0 (1 NC),2.95,52%,2.13,62%,,0.00,0%,54%,0.4,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983"
d10b35152277cf98,0-1-0,0.00,0%,2.41,27%,,0.00,0%,0%,0.0,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968"
9de7c97e1c0d7927,1-2-0,0.16,5%,1.09,36%,,0.00,0%,0%,0.0,"5' 8""",185 lbs.,--,Orthodox,"May 25, 1973"
5ee87e0432205755,3-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,--,--,,"Mar 15, 1972"
54f64b5e283b0ce7,17-1-0,4.82,50%,3.97,62%,,1.73,57%,95%,0.9,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997"
4a6dff1b260bcf61,7-1-0,2.93,55%,2.57,68%,,1.50,33%,100%,0.0,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996"
918d9d89d4d52acc,5-3-0,3.54,48%,7.52,45%,,0.00,0%,100%,2.2,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978"
33b2f68ef95252e0,44-9-0,3.98,43%,1.86,74%,,0.00,0%,17%,1.6,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981"
cce79e827569f26e,35-5-0,0.87,26%,1.93,57%,,4.00,47%,16%,0.5,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975"
1ff10dee2f7ae60c,0-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,125 lbs.,--,,--
e4e0f310b3cf23a8,5-4-0,2.47,37%,2.73,69%,,2.00,22%,50%,0.0,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988"
e175a261a280f7cb,4-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",170 lbs.,--,,"Oct 29, 1982"
d2036f31c035e0d1,8-1-0,4.37,36%,9.84,50%,,1.28,33%,75%,0.0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992"
971aebf56267de20,7-2-0,4.80,64%,11.78,48%,,0.00,0%,100%,0.0,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997"
2e7878927067fdca,17-4-0,6.57,56%,4.24,50%,,1.32,66%,76%,0.7,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995"
01762e1d4ff4dc51,12-4-0,0.79,22%,8.29,53%,,5.92,50%,0%,0.0,"5' 7""",145 lbs.,"66""",Southpaw,"Oct 19, 1997"
c8d46028907bcece,16-2-0,1.10,34%,1.24,65%,,2.06,33%,50%,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995"
cbf1c7ba5408a66f,10-4-0,2.60,46%,2.87,58%,,0.00,0%,83%,0.0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989"
3f7dab21b6c971bc,21-12-0,1.23,34%,3.92,38%,,0.00,0%,46%,0.0,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986"
04076783ca83d6ae,2-5-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",195 lbs.,--,Southpaw,"Jun 12, 1978"
ff2ec83f44000f78,5-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 3""",235 lbs.,--,,"May 09, 1993"
20ec0061400178ca,6-4-1,0.92,50%,2.77,57%,,0.00,0%,0%,0.0,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968"
008cf84faae9c7a5,15-4-0,2.33,48%,3.93,55%,,2.00,28%,63%,0.0,--,155 lbs.,--,,"Apr 11, 1983"
00b8dd0fbe2fbfd9,7-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,155 lbs.,--,,"Dec 28, 1994"
73abb7a5c57fb443,7-7-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,170 lbs.,--,,--
97a6bbe6e6566a94,13-3-0,2.65,42%,2.42,64%,,0.97,22%,41%,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
0cf9f5518d6063bb,7-3-0,5.19,54%,3.90,47%,,0.00,0%,100%,0.0,"5' 11""",170 lbs.,--,Switch,"Jun 10, 1993"
d2d37e8eeb3abc8d,21-9-0,2.79,46%,1.90,56%,,2.35,47%,75%,0.8,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972"
a8283a4f415e1eb9,28-9-0,3.13,45%,2.67,60%,,0.98,42%,60%,0.5,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978"
cb1c09c8126dbee0,7-6-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",165 lbs.,--,,"Aug 23, 1979"
5bf31a46becc1204,11-3-0,3.63,53%,4.40,50%,,0.36,66%,72%,0.5,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991"
6d48a2df51749d91,12-7-0 (1 NC),1.27,47%,5.30,26%,,0.88,9%,42%,0.4,"6' 5""",185 lbs.,"80""",Orthodox,"Dec 06, 1990"
8abf70f79e9e27c2,16-7-1,1.16,46%,3.26,32%,,0.62,7%,66%,0.3,"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983"
cc18abc046b382c9,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 5""",125 lbs.,--,,--
e6b233a007cb06c4,21-19-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 9""",155 lbs.,--,,"Jan 01, 1982"
e14b5aa06eea9653,15-8-0 (1 NC),2.65,41%,2.31,59%,,2.18,45%,40%,0.4,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983"
ccf25f81fcdaecb4,9-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,125 lbs.,--,,"Oct 01, 2000"
eae48ff31db420c2,23-3-0,3.85,50%,1.80,54%,,3.26,37%,75%,0.1,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996"
2f43a3e82661fa99,11-1-0,2.40,53%,1.91,43%,,5.03,37%,50%,2.0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002"
bc5a51159ec2fdf2,6-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,205 lbs.,--,,"Dec 30, 1999"
df05aa15b2d66f57,21-4-0 (1 NC),1.35,31%,3.17,47%,,1.19,18%,0%,0.6,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975"
53ec9cb470e1a4ea,10-5-0,3.00,40%,3.74,60%,,0.42,33%,50%,1.0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984"
da816417a579a0bd,13-3-0,4.29,44%,4.18,57%,,3.13,44%,53%,1.5,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986"
1ed32eaaba9ffe10,19-4-1,1.60,28%,3.08,59%,,0.47,11%,66%,0.9,"5' 7""",135 lbs.,--,Orthodox,"Apr 17, 1986"
b9aa7d230865b5fe,0-3-0,0.00,0%,2.14,0%,,32.14,100%,0%,0.0,"6' 2""",250 lbs.,--,Orthodox,--
63f8775391301891,10-6-0,2.25,53%,0.93,50%,,7.50,60%,0%,0.0,"6' 0""",135 lbs.,--,,--
c62fbc117d57b943,15-10-0,3.37,48%,4.61,42%,,0.00,0%,58%,0.0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993"
aceffa19749c4dc0,20-6-1,3.17,39%,3.07,63%,,2.13,39%,100%,0.0,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991"
96eff1a628adcc7f,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",430 lbs.,--,Orthodox,"Jun 14, 1969"
9384e71bca6c409d,14-3-0,6.02,53%,2.97,56%,,1.05,26%,0%,0.3,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994"
17cb6d8e8187f304,10-1-0,2.72,42%,2.47,53%,,3.37,50%,56%,2.1,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998"
ff6a1f63c254127e,18-4-0,3.76,42%,3.34,58%,,0.20,20%,75%,0.0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991"
cd3d7e37ff2d679c,13-6-0,4.68,39%,3.84,51%,,0.85,17%,44%,0.3,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 05, 1993"
82529ce93cd9a2cf,8-4-0,2.45,42%,3.42,54%,,4.98,41%,16%,0.0,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996"
4dcfb28c011c11b2,18-8-0,3.23,51%,4.17,45%,,1.55,20%,42%,0.8,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996"
56f4b81ec4db61af,0-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 2""",170 lbs.,--,,--
4d8fa64202cee4c1,15-9-0,5.79,48%,4.54,41%,,0.75,55%,75%,1.1,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
885adaff8fe15cf7,8-2-0,4.29,66%,6.43,0%,,0.00,0%,0%,0.0,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1990"
c9cf753cfdf77fc2,27-11-0,3.56,48%,3.26,55%,,1.30,33%,70%,0.1,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985"
cb680d85b84cbfd9,10-2-0,2.46,48%,2.85,50%,,1.48,16%,0%,0.0,"5' 9""",135 lbs.,"73""",Orthodox,"Aug 16, 1995"
1d76f07ffdd765c2,9-2-0,0.42,40%,0.63,25%,,3.17,20%,0%,6.3,"5' 7""",125 lbs.,"68""",Southpaw,"Sep 30, 2002"
8f2deefe8c5dfb5d,12-2-0,1.79,52%,3.49,45%,,2.83,50%,66%,0.0,"6' 3""",185 lbs.,--,Orthodox,"Aug 08, 1984"
bcd124bcd3d5be46,12-18-5 (1 NC),0.13,21%,1.40,46%,,0.50,100%,0%,1.5,"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976"
10ccf4ec9913cadc,5-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",170 lbs.,--,,"Aug 04, 1985"
4a1a492f299581d9,11-6-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",170 lbs.,--,,--
f00ac08ab056af5d,17-3-0,3.01,48%,3.44,50%,,2.73,39%,63%,1.5,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991"
9014c02eff8b3d62,15-1-0,6.57,55%,4.03,51%,,0.53,60%,85%,0.2,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990"
7a39bbac8cc0fa70,17-4-2,2.23,39%,4.10,59%,,0.75,17%,90%,0.0,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
4793a2d90f5ab8ae,5-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,160 lbs.,--,,--
1e310618d02ff93b,13-7-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 2""",185 lbs.,--,,--
eb1723480fa2f96c,33-19-5,1.91,49%,1.90,50%,,1.95,31%,37%,0.5,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975"
58258914525740a5,14-12-2,1.05,37%,2.38,48%,,2.85,28%,50%,1.4,"5' 9""",165 lbs.,--,,"Jun 20, 1981"
5e23f30e9c6ed74e,5-1-0 (1 NC),2.55,66%,16.60,27%,,0.00,0%,0%,0.0,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994"
4b8fb0453a596b8e,17-10-1,0.97,38%,2.44,39%,,0.00,0%,38%,3.8,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
47fcdcaccb58ca80,3-1-0,3.85,37%,6.17,50%,,0.00,0%,0%,0.0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
b12fb759e02378de,7-5-0,5.57,56%,4.62,44%,,2.86,44%,0%,0.7,"6' 3""",185 lbs.,"75""",Orthodox,"Apr 05, 1996"
4252b09f0c8c4472,6-2-0,1.15,43%,4.43,22%,,0.00,0%,53%,0.0,"6' 1""",265 lbs.,"74""",Orthodox,"Feb 18, 1997"
e78c4c3d329c531b,10-3-0 (1 NC),3.61,45%,5.06,36%,,0.00,0%,0%,0.0,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985"
c34e5849184b08c3,21-8-6,3.47,39%,4.71,65%,,0.00,0%,80%,0.0,"5' 5""",125 lbs.,--,Southpaw,"Sep 08, 1976"
fe30c5f5cc3e028b,4-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000"
f1b2aa7853d1ed6e,21-4-0,4.16,51%,2.67,55%,,2.79,44%,89%,0.1,"6' 0""",185 lbs.,"76""",Switch,"May 11, 1987"
da7f113b5ea39c43,12-4-0,3.85,39%,4.27,51%,,0.56,14%,66%,0.0,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989"
6546af7ab545b90c,10-6-0,1.34,39%,2.21,66%,,1.42,33%,35%,0.7,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979"
54578e5927adea53,10-4-0,3.69,46%,4.09,57%,,3.00,45%,31%,1.0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983"
0d1190beced94f7c,14-2-0,1.87,38%,0.93,67%,,3.00,50%,100%,3.0,"5' 7""",125 lbs.,"63""",Orthodox,"Jun 27, 1998"
f7adc1fd115f8fdd,24-4-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,170 lbs.,--,,"Apr 14, 1993"
43e549b803ec7375,3-1-0,3.88,85%,0.68,80%,,0.00,0%,100%,0.0,"6' 1""",205 lbs.,"75""",Orthodox,"Apr 04, 1991"
fc1868f56d3036eb,29-12-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",200 lbs.,--,Orthodox,"Dec 23, 1978"
cda1099995b46cc2,10-3-0,4.08,30%,7.16,48%,,1.54,44%,36%,0.4,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992"
8a0be41c0380188d,12-7-0,2.58,37%,2.61,77%,,1.40,53%,75%,0.5,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974"
0cd0456d6029cec2,12-6-0 (1 NC),1.30,55%,2.72,33%,,0.59,50%,55%,1.8,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995"
de277a4abcfeea46,13-6-2,1.28,100%,2.55,0%,,0.00,0%,0%,0.0,"5' 10""",155 lbs.,--,,--
45b82ebf0b9e0fd2,8-2-0,0.00,0%,9.60,33%,,0.00,0%,0%,0.0,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992"
078695e385ec2f57,14-4-0,3.47,40%,4.81,51%,,0.63,33%,55%,0.0,"5' 9""",170 lbs.,"71""",Orthodox,"Feb 09, 1994"
45e738622ea2c02c,18-3-0 (1 NC),5.19,53%,3.33,45%,,1.73,40%,55%,0.3,"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990"
663b76da637402c3,18-10-0,3.94,30%,2.99,67%,,0.90,14%,0%,0.0,"6' 0""",205 lbs.,--,Orthodox,"Dec 17, 1981"
2a898bf9fb7710b3,5-7-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,135 lbs.,--,,"Jun 28, 1987"
239d8e5359022f3b,18-1-0,6.12,48%,4.41,57%,,0.66,28%,84%,0.0,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001"
c295de4e10acd4c9,16-7-1,5.56,47%,5.60,45%,,0.20,12%,58%,0.0,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978"
17e97649403ba428,17-2-0,8.43,57%,5.82,58%,,0.82,61%,75%,0.2,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001"
2ee09ec2a0695eb9,8-5-0,1.52,41%,1.91,41%,,1.06,14%,37%,0.0,"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965"
7b39035fae7268b8,7-6-0,7.73,45%,6.82,49%,,0.00,0%,50%,0.0,"6' 5""",205 lbs.,--,,"Jun 12, 1986"
23ab42947c1990e3,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943"
02177caefe7c07d4,0-1-0,0.00,0%,3.01,15%,,0.00,0%,0%,0.0,"6' 1""",240 lbs.,--,Southpaw,"Mar 05, 1972"
f6bbc6ba4f06ad60,8-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,185 lbs.,--,,"Jun 11, 1993"
87e2468b986ebb79,15-7-1 (1 NC),5.31,47%,6.41,40%,,0.00,0%,0%,0.0,"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993"
26d61e92a6069cd2,7-5-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",185 lbs.,--,Orthodox,--
2b68d9f125d07b42,12-10-0,4.96,44%,5.67,45%,,0.18,50%,20%,0.0,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992"
32c3ee378671a5d9,13-3-0,3.04,59%,2.71,48%,,3.08,35%,100%,1.2,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990"
f9b200db02b488d9,12-8-2,4.52,45%,4.71,54%,,1.24,36%,66%,0.3,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992"
4d5197f331c47290,8-5-0,3.35,52%,2.62,42%,,1.27,33%,34%,1.0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994"
07a18ae55dfc3cd9,9-9-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 8""",300 lbs.,--,Orthodox,"Sep 17, 1969"
ec18eb918121787c,12-5-0,3.65,53%,1.77,57%,,0.40,25%,30%,0.4,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985"
a54fc2d6fc224dc3,21-11-1 (2 NC),2.92,34%,2.55,58%,,3.49,53%,66%,0.8,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984"
d6d5da3c209884bc,9-4-0,3.27,29%,4.40,70%,,0.00,0%,0%,0.0,"6' 0""",185 lbs.,--,Orthodox,"Mar 23, 1986"
a148dfe3485be79d,18-5-0 (1 NC),3.39,37%,2.13,54%,,2.46,50%,50%,0.0,"6' 4""",205 lbs.,--,,"Jun 03, 1983"
61428ed51f5ff465,12-17-0,0.00,0%,1.36,50%,,0.00,0%,0%,0.0,"5' 6""",155 lbs.,--,,"Dec 02, 1983"
4679a38cced7c64a,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 4""",197 lbs.,--,Southpaw,"Sep 13, 1963"
be5cfd73617a5b1a,16-5-0,2.43,36%,1.99,72%,,2.56,52%,57%,1.5,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977"
8d4d25fd9218860b,11-2-0,1.47,41%,2.67,48%,,1.00,33%,0%,1.0,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993"
51ec9dc3b4964f19,13-5-1,1.60,22%,3.93,39%,,0.00,0%,62%,2.0,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 17, 1994"
5731cc327790b731,17-5-0,1.12,28%,4.91,44%,,3.64,38%,100%,1.5,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981"
d35c3ed553b71fa2,18-9-0,1.43,42%,5.71,38%,,1.07,20%,0%,0.0,"6' 0""",185 lbs.,--,Orthodox,"Jan 01, 1983"
93c9897f0f9f5dab,2-1-0,2.27,35%,5.67,47%,,0.00,0%,100%,0.0,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995"
34a81ebbce32b06b,6-1-0,0.00,0%,1.52,0%,,0.00,0%,0%,0.0,"6' 2""",265 lbs.,"70""",Southpaw,"Sep 23, 1993"
0ff11cc094e887bc,14-3-0,6.37,57%,2.33,57%,,5.13,45%,85%,0.4,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982"
09c44b317c98bf96,10-10-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 5""",145 lbs.,--,Orthodox,"Oct 19, 1966"
fcce75a25c14a804,15-6-1,2.18,34%,2.31,57%,,0.67,25%,55%,0.5,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988"
d23ccf4a6c221284,17-5-0,1.67,44%,2.13,37%,,1.93,25%,31%,1.7,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985"
2f1a257d6777096d,9-3-0,2.82,40%,3.82,57%,,1.11,15%,100%,0.6,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996"
602bb270f2bdbf02,4-3-0 (1 NC),0.81,33%,1.51,67%,,0.00,0%,60%,0.0,"6' 1""",195 lbs.,--,Orthodox,"Mar 09, 1971"
6e62bb64f7cc5026,14-6-1,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",185 lbs.,--,,"Nov 17, 1972"
fa315e6c77eee106,15-7-0 (1 NC),3.03,56%,2.81,52%,,0.70,53%,59%,0.2,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977"
df0a1c1e11ad199b,2-0-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 7""",135 lbs.,--,Orthodox,--
7c7332319c14094c,23-12-1,4.18,47%,5.34,50%,,0.47,39%,71%,0.8,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
07f959e6596307bb,12-4-0,1.53,57%,2.79,49%,,0.00,0%,25%,1.6,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987"
2b266e623e20737a,22-1-1,9.27,58%,3.82,50%,,8.18,100%,0%,0.0,"5' 8""",145 lbs.,"68""",Orthodox,"Oct 18, 1995"
d6f58b8cd1a6ff52,5-2-0,3.13,43%,3.53,53%,,0.00,0%,66%,0.0,"5' 4""",115 lbs.,"64""",Orthodox,"Jan 12, 1995"
2b1587a3376ab743,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",199 lbs.,--,Orthodox,--
c6d8ae3b016d5ad5,4-3-0,0.00,0%,5.55,27%,,0.00,0%,0%,0.0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977"
0f1efce7d2571d10,14-8-0,2.74,56%,3.43,47%,,0.40,16%,62%,0.4,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989"
077e3ace32b72be9,12-7-1,5.02,56%,4.69,53%,,0.00,0%,60%,0.2,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 18, 1991"
c24b1db4b809d41b,7-5-0 (1 NC),0.92,48%,1.87,47%,,1.46,30%,50%,2.5,"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973"
13a0fb8fbdafb54f,4-3-0,2.74,60%,2.13,41%,,0.00,0%,0%,0.0,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977"
7acbb0972e75281a,19-10-1,4.74,45%,4.55,56%,,1.41,43%,68%,0.4,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
f95381efb3051d81,8-4-0,3.05,38%,3.20,57%,,0.22,6%,50%,0.0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
393b8e03fb410a78,7-3-0,2.92,40%,2.72,59%,,1.20,66%,77%,0.0,"6' 4""",205 lbs.,--,,--
9673a497a9da119a,13-9-0,2.82,40%,2.74,52%,,0.67,33%,33%,1.5,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992"
744f50016c39c26c,12-3-1,3.10,30%,8.28,52%,,0.00,0%,0%,0.0,--,205 lbs.,--,Orthodox,"Dec 02, 1979"
6256b2b1562cb8e1,13-5-0,4.13,39%,3.31,60%,,0.26,33%,57%,0.7,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
4f3064faf17aa711,7-4-0,2.91,53%,4.46,49%,,0.00,0%,35%,0.7,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998"
024158997e7c5829,4-1-0,2.70,66%,2.65,26%,,0.00,0%,60%,0.8,"6' 3""",205 lbs.,"80""",Orthodox,"May 06, 1994"
7cf20446453f852b,13-8-2,1.13,35%,2.36,48%,,2.67,53%,12%,0.7,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978"
f9081770e28ea2e1,13-5-0,3.76,40%,2.89,59%,,1.97,27%,25%,0.8,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982"
b9706f80d005036c,16-5-0,2.71,40%,3.73,50%,,1.31,42%,90%,0.5,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
260e9e0d4954aea6,11-5-0,3.43,54%,4.28,49%,,2.87,22%,60%,0.9,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989"
6888e31ce88f5b17,12-6-0,2.19,28%,5.75,44%,,0.00,0%,100%,0.0,"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978"
2e88f2030d8a928a,17-5-0,3.93,46%,4.07,67%,,1.00,50%,0%,0.0,"5' 7""",145 lbs.,--,,"Oct 26, 1979"
0275e33febc2818c,1-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 9""",185 lbs.,--,,--
fcd448a2fe1a23cc,17-14-0,4.38,44%,5.47,55%,,0.45,23%,83%,0.0,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985"
f9d0cae37dabfafc,18-14-0,3.66,38%,7.24,36%,,0.60,50%,100%,0.0,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984"
39f68882def7a507,22-28-3,5.18,53%,4.86,35%,,0.00,0%,0%,0.0,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970"
454c1f0b638972ab,5-2-0,3.23,55%,4.30,52%,,3.23,25%,0%,0.0,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989"
34f93dfbd43b2144,12-3-0,2.79,42%,3.25,65%,,2.50,50%,33%,0.0,"5' 7""",155 lbs.,--,,"Jan 26, 1987"
15515e797aedc137,29-10-0,2.05,38%,3.26,52%,,0.71,40%,53%,1.1,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975"
fd87b1bbfcde9d5e,15-5-0,2.86,37%,2.40,68%,,1.71,66%,33%,1.7,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983"
0fb1e2694a39a02f,10-5-0,3.18,43%,5.42,55%,,2.00,35%,40%,0.3,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991"
